latitude,longitude,cemetery,historic_county,type,cremation_burials,inhumation_burials,date_range,citation,museum,link,full_reference,the_geom,created_at,updated_at,cartodb_id
53.895123,-1.3897599,Collingham,Yorkshire,Mixed Cemetery,1,1,5th to 7th c,Unpublished,Unknown Location,,,0101000020E6100000FAAC7CE0743CF6BFDE72F56393F24A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,69
53.59864,-0.42088593,Elsham Wold,Lincolnshire,Majority Cremation Cemetery,630,4,5th to 6th c,Unpublished,Unknown Location,,,0101000020E610000033942C8ACBEFDABFEA094B3CA0CC4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,86
52.920201,1.0077341,Field Dalling,Norfolk,Majority Cremation Cemetery,47,2,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000001E06A9CAAD1FF03F8D5F7825C9754A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,97
51.928407,-0.65325047,Leighton Buzzard II,Bedfordshire,Majority Inhumation Cemetery,3,22,6th to Early 7th c,Unpublished,Unknown Location,,,0101000020E610000063E497876DE7E4BF5130630AD6F64940,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,141
51.975789,-1.5719403,Long Compton,Warwickshire,Mixed Cemetery,1,1,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000001A3B3CDFAA26F9BFF56569A7E6FC4940,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,144
50.905885,-1.391244,St. Mary's Stadium,Hampshire,Mixed Cemetery,18,23,5th to Late7th c,Unpublished,Unknown Location,,,0101000020E61000007E198C118942F6BFEE77280AF4734940,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,213
50.897127,-0.44573505,Sullington Hill,Sussex,Mixed Cemetery,2,2,5th to 6th c,Unpublished,Unknown Location,,,0101000020E610000046949B4DEC86DCBFE6ADBA0ED5724940,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,223
52.62099,-0.20072762,Welbeck Hill,Northamptonshire,Majority Inhumation Cemetery,5,72,Mid-5th to 6th c,Unpublished,Unknown Location,,,0101000020E6100000B4E6A65171B1C9BF4F92AE997C4F4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,245
52.208587,0.10748959,Cambridge I,Cambridgeshire,Mixed Cemetery,102,36,Mid-5th to Early 7th c,"Walker 1912; Fox 1923",Cambridge Museum,,,0101000020E6100000F6DFB5117084BB3F75AF93FAB21A4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,54
52.236968,0.70056374,Westgarth,Suffolk,Majority Inhumation Cemetery,4,63,Early 5th to 7th c,West 1988,Unknown Location,,,0101000020E6100000C20702A6046BE63F6919A9F7541E4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,250
52.178676,1.5133695,Snape,Suffolk,Mixed Cemetery,575,575,Late 5th to 7th c,"West and Owles 1973; Carnegie and Filmer-Sankey 1993; Filmer-Sankey and Pestle 2001",Unknown Location,,,0101000020E6100000D238D4EFC236F83F414AECDADE164A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,201
52.117117,-0.49567536,Kempston,Bedfordshire,Mixed Cemetery,150,50,5th to 7th c,"Wyatt 1857; Smith 1857",British Museum,,,0101000020E61000008283282525B9DFBF1F679AB0FD0E4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,128
52.338056,-0.16085887,Hartford,Huntingdonshire,Mixed Cemetery,2,4,5th to 6th c,"Wyatt 1870; Smith 1926",Unknown Location,,,0101000020E610000038F4F5000697C4BFB91B446B452B4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,113
51.712053,-1.7944298,Fairford,Gloucestershire,Majority Inhumation Cemetery,4,140,Unknown,Wylie 1856,Unknown Location,,,0101000020E6100000327C9F05FCB5FCBF64027E8D24DB4940,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,94
52.988651,-0.45216286,Quarrington I,Lincolnshire,Mixed Cemetery,2,2,5th to Early 7th c,"Yerburgh 1825; Trollope 1872; Dickinson 2004",Unknown Location,,,0101000020E6100000E79C0A7E3CF0DCBF2F14B01D8C7E4A40,2014-03-10 18:11:15.759+00,2014-03-10 18:11:15.805+00,174
52.611884,-1.158156,Rowley Fields,Leicestershire,Majority Cremation Cemetery,4,,5th to 6th c,Cottrill 1946,Unknown Location,,,0101000020E6100000A8A8FA95CE87F2BF0C790437524E4A40,2014-03-10 18:11:15.759+00,2015-08-13 12:16:58.752339+00,187
